id_bdq,foco_id,lat,lon,data_pas,pais,estado,municipio,bioma,ano
1664004976,614f4ef6-981e-3a5f-8312-a0a4b122bd66,-10.42315,-37.6382,2023-12-13 16:24:00,Brasil,SERGIPE,CARIRA,Caatinga,2023
1664004977,8a00a3ba-98f2-37a5-9aa7-dc0b6eda683f,-10.41781,-37.67302,2023-12-13 16:24:00,Brasil,SERGIPE,CARIRA,Caatinga,2023
1664005031,e3bcac1a-fe7e-3107-bc5c-de71641adc2f,-10.40644,-37.6632,2023-12-13 16:24:00,Brasil,SERGIPE,CARIRA,Caatinga,2023
1664005035,6a2cdb91-38ff-308e-b355-b14774be1b5f,-10.41631,-37.66189,2023-12-13 16:24:00,Brasil,SERGIPE,CARIRA,Caatinga,2023
1664005055,14f0c857-2258-3368-8748-a567e0eeba21,-10.41481,-37.65076,2023-12-13 16:24:00,Brasil,SERGIPE,CARIRA,Caatinga,2023
1664005076,cd316247-9315-3af7-ab12-d34651c22f92,-10.78988,-38.01317,2023-12-13 16:24:00,Brasil,SERGIPE,POÇO VERDE,Caatinga,2023
1664005095,5ea4f9c8-6779-3609-9990-847e3d4b40a0,-11.18,-37.35988,2023-12-13 16:24:00,Brasil,SERGIPE,ESTÂNCIA,Mata Atlântica,2023
1664005097,25ea7e4a-1b64-3408-b282-ec07834d98a3,-10.84274,-37.57281,2023-12-13 16:24:00,Brasil,SERGIPE,LAGARTO,Caatinga,2023
1664005098,ae64ba34-5d4e-3f1f-8ed7-aeba85ec5eb9,-10.84126,-37.56166,2023-12-13 16:24:00,Brasil,SERGIPE,LAGARTO,Caatinga,2023
1664005099,6eb6b60d-8591-3dd3-95fd-2fe272bc314a,-10.84112,-37.56728,2023-12-13 16:24:00,Brasil,SERGIPE,LAGARTO,Caatinga,2023
1664005100,3012967a-5718-3204-9554-49663664cb9a,-10.79152,-38.02508,2023-12-13 16:24:00,Brasil,SERGIPE,POÇO VERDE,Caatinga,2023
1664322816,45bafa72-a9cf-3aa5-b523-b05d82f0d1a0,-10.92934,-37.87117,2023-12-16 16:49:00,Brasil,SERGIPE,RIACHÃO DO DANTAS,Caatinga,2023
1664322818,d894f45a-b461-3b36-b525-fa86ecc6f972,-11.01929,-37.7296,2023-12-16 16:49:00,Brasil,SERGIPE,RIACHÃO DO DANTAS,Mata Atlântica,2023
1665292841,47423605-71da-3a01-a49f-4b2b9986c50a,-10.5209,-37.01583,2023-12-25 16:28:00,Brasil,SERGIPE,CAPELA,Mata Atlântica,2023
1665902648,4ff451de-6cea-32e0-94a0-3cad1b40632e,-10.88525,-37.95954,2023-12-30 16:39:00,Brasil,SERGIPE,RIACHÃO DO DANTAS,Caatinga,2023
1665902649,919bab57-bdf7-30ab-b6b1-5d3e9e196818,-10.8763,-37.96085,2023-12-30 16:39:00,Brasil,SERGIPE,SIMÃO DIAS,Caatinga,2023
1665902655,b34c8bff-12d1-33c0-babc-0b1b5b447b12,-10.73584,-37.07726,2023-12-30 16:39:00,Brasil,SERGIPE,MARUIM,Mata Atlântica,2023
1665902656,3b9a3b9c-8fd2-380b-8d15-efb239d24ad7,-10.7344,-37.06769,2023-12-30 16:39:00,Brasil,SERGIPE,MARUIM,Mata Atlântica,2023
1665902657,9db0933c-473a-3d3c-b52d-667ea658ed8a,-10.72667,-37.07872,2023-12-30 16:39:00,Brasil,SERGIPE,MARUIM,Mata Atlântica,2023
1665902658,325f764e-bf93-3a5d-8248-6fce93e4d2bc,-10.72523,-37.06916,2023-12-30 16:39:00,Brasil,SERGIPE,MARUIM,Mata Atlântica,2023
1665902660,b5044c27-f6af-3cf8-a62b-61e8c8e671a1,-10.41207,-36.94847,2023-12-30 16:39:00,Brasil,SERGIPE,MURIBECA,Mata Atlântica,2023
1666436550,64e0eeb9-307c-38e5-8f39-2055ad13ae4e,-10.51991,-36.72927,2024-01-04 16:49:00,Brasil,SERGIPE,PACATUBA,Mata Atlântica,2024
